"TIME","GEO","UNIT","HAZARD","WASTE","WST_OPER","Value","Flag and Footnotes"
"2004","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","Greece","Tonne","Hazardous","Total waste","Waste treatment","292,650",""
"2004","Greece","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","143,971",""
"2004","Greece","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","143,971",""
"2004","Greece","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","27",""
"2004","Greece","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2004","Greece","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","2,979",""
"2004","Greece","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","145,673",""
"2004","Greece","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","Greece","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","Greece","Tonne","Non-hazardous","Total waste","Waste treatment","25,206,393",""
"2004","Greece","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","21,911,610",""
"2004","Greece","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","21,258,482",""
"2004","Greece","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","3,950",""
"2004","Greece","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","653,128",""
"2004","Greece","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","42,736",""
"2004","Greece","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","3,248,097",""
"2004","Greece","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","Greece","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","136,220,011",""
"2004","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","101,956,980",""
"2004","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","99,165,213",""
"2004","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","172,997",""
"2004","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","2,791,767",""
"2004","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","3,173,976",""
"2004","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","30,916,058",""
"2004","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","Spain","Tonne","Hazardous","Total waste","Waste treatment","3,667,222",""
"2004","Spain","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","1,236,503",""
"2004","Spain","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","1,204,478",""
"2004","Spain","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","124,295",""
"2004","Spain","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","32,025",""
"2004","Spain","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","357,847",""
"2004","Spain","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,948,577",""
"2004","Spain","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","Spain","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","Spain","Tonne","Non-hazardous","Total waste","Waste treatment","132,552,789",""
"2004","Spain","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","100,720,477",""
"2004","Spain","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","97,960,735",""
"2004","Spain","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","48,702",""
"2004","Spain","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","2,759,742",""
"2004","Spain","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","2,816,129",""
"2004","Spain","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","28,967,481",""
"2004","Spain","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","Spain","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","283,391,472","s"
"2004","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","93,236,415","s"
"2004","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","92,727,415","s"
"2004","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","886,000","s"
"2004","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","509,000",""
"2004","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","15,108,000","s"
"2004","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","174,161,057","s"
"2004","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","France","Tonne","Hazardous","Total waste","Waste treatment","6,772,000",""
"2004","France","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","1,707,000",""
"2004","France","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","1,707,000","s"
"2004","France","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","37,000","s"
"2004","France","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0","s"
"2004","France","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","2,332,000","s"
"2004","France","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","2,696,000","s"
"2004","France","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","France","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","France","Tonne","Non-hazardous","Total waste","Waste treatment","276,619,472","s"
"2004","France","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","91,529,415","s"
"2004","France","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","91,020,415","s"
"2004","France","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","849,000","s"
"2004","France","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","509,000",""
"2004","France","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","12,776,000","s"
"2004","France","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","171,465,057","s"
"2004","France","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","France","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","4,756,565",""
"2004","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","4,150,075",""
"2004","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","3,260,217",""
"2004","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","20,338",""
"2004","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","889,858",""
"2004","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","163,985",""
"2004","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","422,167",""
"2004","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","Croatia","Tonne","Hazardous","Total waste","Waste treatment","42,636",""
"2004","Croatia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","14,078",""
"2004","Croatia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","10,661",""
"2004","Croatia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","41",""
"2004","Croatia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","3,417",""
"2004","Croatia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","19,062",""
"2004","Croatia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","9,455",""
"2004","Croatia","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","Croatia","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","Croatia","Tonne","Non-hazardous","Total waste","Waste treatment","4,713,929",""
"2004","Croatia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","4,135,997",""
"2004","Croatia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","3,249,556",""
"2004","Croatia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","20,297",""
"2004","Croatia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","886,441",""
"2004","Croatia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","144,923",""
"2004","Croatia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","412,712",""
"2004","Croatia","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","Croatia","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","102,352,518",""
"2004","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","37,698,681",""
"2004","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","37,654,558",""
"2004","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","4,845,919",""
"2004","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","44,123",""
"2004","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","2,640,544",""
"2004","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","57,167,374",""
"2004","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","Italy","Tonne","Hazardous","Total waste","Waste treatment","2,885,110",""
"2004","Italy","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","615,182",""
"2004","Italy","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","615,182",""
"2004","Italy","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","539,697",""
"2004","Italy","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2004","Italy","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","189,364",""
"2004","Italy","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,540,867",""
"2004","Italy","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","Italy","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","Italy","Tonne","Non-hazardous","Total waste","Waste treatment","99,467,408",""
"2004","Italy","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","37,083,499",""
"2004","Italy","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","37,039,376",""
"2004","Italy","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","4,306,222",""
"2004","Italy","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","44,123",""
"2004","Italy","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","2,451,180",""
"2004","Italy","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","55,626,507",""
"2004","Italy","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","Italy","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","1,182,660",""
"2004","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","856,662",""
"2004","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","761,469",""
"2004","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","8,427",""
"2004","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","95,193",""
"2004","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","17,934",""
"2004","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","299,637",""
"2004","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","Cyprus","Tonne","Hazardous","Total waste","Waste treatment","65,047",""
"2004","Cyprus","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","18,904",""
"2004","Cyprus","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","18,596",""
"2004","Cyprus","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","2,207",""
"2004","Cyprus","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","308",""
"2004","Cyprus","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","1,758",""
"2004","Cyprus","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","42,178",""
"2004","Cyprus","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","Cyprus","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
